Designator,Footprint,Center-X(mm),Center-Y(mm),Layer,Rotation,Comment
m1,MARK_PIX,0.0,0.0,T,180,rep3
m2,MARK_PIX,66.8,24.7,T,180,rep1
C9,C0805,23.32,3.4,T,90,10u-10V-X7R
DD10,QFN-24,6.22,20.17,T,270,LAN8720Ai-CP-TR
C17,C0805,45.62,3.2,T,270,10u-10V-X7R
DD5,SJK-3N,17.17,20.72,T,180,SJK-3N-50.000-3.3-50-C
